 service_point_name |    service_point_display_name     | action_date | day_of_week | hour_of_day |    material_type    | action_type | ct  
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-22  | Monday      |           0 | text                | Checkout    | 130
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-22  | Monday      |           0 | unspecified         | Checkin     | 130
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-22  | Monday      |           0 | unspecified         | Checkout    | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-22  | Monday      |           0 | video recording     | Checkin     | 127
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-22  | Monday      |           0 | video recording     | Checkout    | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | book                | Checkin     | 120
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | book                | Checkout    | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | dvd                 | Checkin     | 100
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | dvd                 | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | electronic resource | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | electronic resource | Checkout    | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | microform           | Checkin     | 126
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | microform           | Checkout    | 136
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | sound recording     | Checkin     | 104
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | sound recording     | Checkout    | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | text                | Checkin     | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | text                | Checkout    | 118
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | unspecified         | Checkin     | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | unspecified         | Checkout    | 127
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | video recording     | Checkin     | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-23  | Tuesday     |           0 | video recording     | Checkout    |  96
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | book                | Checkin     | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | book                | Checkout    | 100
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | dvd                 | Checkin     | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | dvd                 | Checkout    | 126
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | electronic resource | Checkin     |  96
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | electronic resource | Checkout    | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | microform           | Checkin     | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | microform           | Checkout    | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | sound recording     | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | sound recording     | Checkout    |  97
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | text                | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | text                | Checkout    |  99
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | unspecified         | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | unspecified         | Checkout    | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | video recording     | Checkin     | 133
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-24  | Wednesday   |           0 | video recording     | Checkout    | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | book                | Checkin     |  99
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | book                | Checkout    |  97
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | dvd                 | Checkin     | 125
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | dvd                 | Checkout    | 103
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | electronic resource | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | electronic resource | Checkout    | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | microform           | Checkin     | 113
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | microform           | Checkout    | 132
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | sound recording     | Checkin     | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | sound recording     | Checkout    | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | text                | Checkin     | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | text                | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | unspecified         | Checkin     | 112
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | unspecified         | Checkout    | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | video recording     | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-25  | Thursday    |           0 | video recording     | Checkout    | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | book                | Checkin     | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | book                | Checkout    | 126
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | dvd                 | Checkin     | 101
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | dvd                 | Checkout    | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | electronic resource | Checkin     | 140
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | electronic resource | Checkout    | 126
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | microform           | Checkin     | 138
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | microform           | Checkout    | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | sound recording     | Checkin     |  93
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | sound recording     | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | text                | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | text                | Checkout    | 116
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | unspecified         | Checkin     | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | unspecified         | Checkout    | 125
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | video recording     | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-26  | Friday      |           0 | video recording     | Checkout    |  94
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | book                | Checkin     | 114
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | book                | Checkout    |  95
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | dvd                 | Checkin     | 115
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | dvd                 | Checkout    | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | electronic resource | Checkin     | 131
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | electronic resource | Checkout    | 117
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | microform           | Checkin     | 105
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | microform           | Checkout    | 121
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | sound recording     | Checkin     | 106
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | sound recording     | Checkout    | 107
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | text                | Checkin     | 108
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | text                | Checkout    | 110
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | unspecified         | Checkin     | 124
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | unspecified         | Checkout    | 119
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | video recording     | Checkin     | 111
 Circ Desk 1        | Circulation Desk -- Hallway       | 2018-01-27  | Saturday    |           0 | video recording     | Checkout    | 112
